0.0;363;0;0
0.0;363;0;0
0.0;396;0;0
0.0;363;0;0
0.0;396;0;0
0.0;352;0;0
0.0;396;2;0
0.0;341;2;0
0.0;363;2;0
0.0;363;2;0
0.0;408;2;0
0.0;396;2;0
0.0;429;4;0
0.0;352;4;0
0.0;396;4;0
0.0;384;4;0
0.0;384;4;0
0.0;384;4;0
0.0;429;6;0
0.0;372;6;0
0.0;384;6;0
0.0;352;6;0
0.0;363;6;0
0.0;352;6;0
0.0;396;8;0
0.0;396;8;0
0.0;396;8;0
0.0;352;8;0
0.0;396;8;0
0.0;352;8;0
0.0;352;10;0
0.0;352;10;0
0.0;330;10;0
0.0;352;10;0
0.0;352;10;0
0.0;320;10;0
0.0;396;12;0
0.0;363;12;0
0.0;363;12;0
0.0;352;12;0
0.0;352;12;0
0.0;352;12;0
0.0;384;14;0
0.0;352;14;0
0.0;384;14;0
0.0;352;14;0
0.0;384;14;0
0.0;352;14;0
0.0;396;16;0
0.0;396;16;0
0.0;384;16;0
0.0;341;16;0
0.0;429;16;0
0.0;384;16;0
0.0;384;18;0
0.0;384;18;0
0.0;384;18;0
0.0;384;18;0
0.0;352;18;0
0.0;352;18;0
0.0;396;20;0
0.0;396;20;0
0.0;396;20;0
0.0;384;20;0
0.0;384;20;0
0.0;384;20;0
0.0;429;22;0
0.0;396;22;0
0.0;396;22;0
0.0;363;22;0
0.0;429;22;0
0.0;384;22;0
0.0;429;24;0
0.0;384;24;0
0.0;396;24;0
0.0;384;24;0
0.0;363;24;0
0.0;396;24;0
0.0;429;26;0
0.0;384;26;0
0.0;396;26;0
0.0;384;26;0
0.0;429;26;0
0.0;396;26;0
0.0;352;28;0
0.0;352;28;0
0.0;396;28;0
0.0;384;28;0
0.0;363;28;0
0.0;352;28;0
0.0;416;30;0
0.0;396;30;0
0.0;416;30;0
0.0;363;30;0
0.0;429;30;0
0.0;384;30;0
0.0;396;32;0
0.0;396;32;0
0.0;429;32;0
0.0;396;32;0
0.0;429;32;0
0.0;396;32;0
0.0;384;34;0
0.0;384;34;0
0.0;396;34;0
0.0;352;34;0
0.0;384;34;0
0.0;429;34;0
0.0;429;36;0
0.0;384;36;0
0.0;384;36;0
0.0;363;36;0
0.0;352;36;0
0.0;384;36;0
