0.0;234;0;0
0.0;208;0;0
0.0;243;0;0
0.0;208;0;0
0.0;260;0;0
0.0;208;0;0
0.0;260;2;0
0.0;208;2;0
0.0;260;2;0
0.0;208;2;0
0.0;260;2;0
0.0;208;2;0
0.0;234;4;0
0.0;225;4;0
0.0;260;4;0
0.0;208;4;0
0.0;260;4;0
0.0;208;4;0
0.0;234;6;0
0.0;208;6;0
0.0;234;6;0
0.0;208;6;0
0.0;234;6;0
0.0;200;6;0
0.0;234;8;0
0.0;200;8;0
0.0;234;8;0
0.0;208;8;0
0.0;234;8;0
0.0;208;8;0
0.0;234;10;0
0.0;175;10;0
0.0;234;10;0
0.0;175;10;0
0.0;216;10;0
0.0;182;10;0
0.0;243;12;0
0.0;208;12;0
0.0;243;12;0
0.0;208;12;0
0.0;234;12;0
0.0;208;12;0
0.0;234;14;0
0.0;208;14;0
0.0;208;14;0
0.0;208;14;0
0.0;208;14;0
0.0;208;14;0
0.0;243;16;0
0.0;208;16;0
0.0;216;16;0
0.0;182;16;0
0.0;216;16;0
0.0;182;16;0
0.0;208;18;0
0.0;168;18;0
0.0;208;18;0
0.0;168;18;0
0.0;234;18;0
0.0;208;18;0
0.0;208;20;0
0.0;175;20;0
0.0;208;20;0
0.0;175;20;0
0.0;234;20;0
0.0;182;20;0
0.0;234;22;0
0.0;182;22;0
0.0;216;22;0
0.0;208;22;0
0.0;216;22;0
0.0;208;22;0
0.0;243;24;0
0.0;208;24;0
0.0;243;24;0
0.0;208;24;0
0.0;216;24;0
0.0;200;24;0
0.0;216;26;0
0.0;200;26;0
0.0;243;26;0
0.0;208;26;0
0.0;243;26;0
0.0;208;26;0
0.0;208;28;0
0.0;182;28;0
0.0;208;28;0
0.0;189;28;0
0.0;208;28;0
0.0;189;28;0
0.0;216;30;0
0.0;182;30;0
0.0;216;30;0
0.0;182;30;0
0.0;216;30;0
0.0;208;30;0
0.0;216;32;0
0.0;208;32;0
0.0;243;32;0
0.0;208;32;0
0.0;243;32;0
0.0;208;32;0
0.0;208;34;0
0.0;175;34;0
0.0;216;34;0
0.0;189;34;0
0.0;216;34;0
0.0;189;34;0
0.0;234;36;0
0.0;200;36;0
0.0;234;36;0
0.0;200;36;0
0.0;243;36;0
0.0;208;36;0
0.0;243;38;0
0.0;208;38;0
0.0;216;38;0
0.0;208;38;0
0.0;216;38;0
0.0;200;38;0
0.0;216;40;0
0.0;200;40;0
0.0;208;40;0
0.0;200;40;0
0.0;208;40;0
0.0;200;40;0
0.0;216;42;0
0.0;182;42;0
0.0;216;42;0
0.0;182;42;0
0.0;216;42;0
0.0;208;42;0
0.0;216;44;0
0.0;208;44;0
0.0;216;44;0
0.0;208;44;0
0.0;208;44;0
0.0;208;44;0
0.0;208;46;0
0.0;208;46;0
0.0;216;46;0
0.0;189;46;0
0.0;216;46;0
0.0;189;46;0
0.0;234;48;0
0.0;208;48;0
0.0;234;48;0
0.0;208;48;0
0.0;234;48;0
0.0;200;48;0
0.0;234;50;0
0.0;200;50;0
0.0;208;50;0
0.0;208;50;0
0.0;208;50;1
0.0;208;50;0
1.0;208;52;0
0.0;175;52;0
0.0;243;52;1
0.0;208;52;0
0.5;243;52;0
0.0;208;52;0
0.5;208;54;0
0.0;175;54;0
0.0;208;54;1
0.0;175;54;0
0.0;208;54;1
0.0;175;54;0
3.0;208;56;0
0.0;175;56;0
3.0;234;56;1
0.0;200;56;0
0.0;234;56;0
0.0;200;56;0
0.0;208;58;1
0.0;182;58;0
