126;27;480;241;464;241
126;27;321;238;340;238
116;24;480;240;457;240
116;24;320;237;342;237
117;24;477;239;461;239
117;24;317;235;335;232
116;24;474;241;456;241
116;24;317;238;339;236
116;25;475;240;449;241
116;25;317;238;332;237
116;25;475;240;450;241
116;25;316;238;331;238
116;25;474;241;450;241
116;25;315;237;329;237
116;25;474;241;449;242
116;25;316;238;331;239
116;25;474;242;449;242
116;25;315;237;331;238
115;25;474;242;448;242
115;25;316;240;331;239
115;25;475;242;449;243
115;25;314;240;330;240
115;25;473;243;444;242
115;25;316;239;330;239
115;25;474;243;448;243
115;25;315;240;330;239
115;25;473;242;448;243
115;25;314;240;330;239
115;25;473;243;448;243
115;25;315;240;330;241
115;25;472;243;448;243
115;25;315;240;333;241
114;25;473;242;448;243
114;25;315;239;329;239
114;25;473;242;447;243
114;25;315;239;329;240
114;25;473;241;447;242
114;25;314;239;329;240
114;25;472;241;446;242
114;25;314;239;329;239
114;25;472;242;447;242
114;25;314;240;329;240
114;25;472;242;446;243
114;25;315;240;329;240
114;25;471;241;446;242
114;25;314;241;329;240
114;25;472;242;447;242
114;25;314;240;329;240
114;25;472;243;447;243
114;25;314;239;329;240
114;26;473;243;447;243
114;26;315;240;329;240
114;26;472;243;447;243
114;26;315;240;329;240
115;26;472;243;447;243
115;26;316;241;329;241
115;26;473;244;448;245
115;26;315;241;329;241
115;26;473;243;447;244
115;26;313;241;329;241
115;27;472;244;447;245
115;27;315;242;329;242
115;27;472;244;447;245
115;27;314;243;329;242
114;27;474;243;447;245
114;27;314;242;329;242
114;27;473;244;447;245
114;27;314;242;329;242
114;27;472;243;447;245
114;27;314;242;329;243
114;27;472;243;447;245
114;27;314;242;329;242
114;27;472;244;447;245
114;27;314;242;329;243
114;27;471;243;453;244
114;27;315;241;329;242
114;27;472;244;447;245
114;27;314;242;328;240
114;27;472;243;447;244
114;27;315;240;329;241
114;27;472;244;447;244
114;27;315;241;329;241
114;27;472;244;447;244
114;27;314;241;329;242
114;27;472;243;447;244
114;27;314;243;328;242
114;27;471;244;447;246
114;27;314;242;329;242
115;27;473;244;447;244
115;27;314;242;328;241
115;27;472;245;447;245
115;27;314;242;329;243
115;27;473;244;448;245
115;27;316;241;330;242
115;27;473;244;448;245
115;27;315;242;329;242
115;27;472;245;447;245
115;27;315;243;329;244
114;27;472;245;448;245
114;27;314;243;329;243
114;27;472;244;447;245
114;27;315;242;329;242
114;26;472;244;447;245
114;26;314;242;329;242
114;26;472;243;447;243
114;26;314;242;329;241
114;25;473;241;447;242
114;25;314;238;329;240
114;25;473;241;447;242
114;25;314;238;329;239
115;25;473;241;447;242
115;25;314;239;329;239
115;25;473;241;448;242
115;25;315;240;330;239
115;25;471;243;448;243
115;25;316;240;330;240
115;25;473;243;448;243
115;25;315;241;330;240
115;25;471;242;447;243
115;25;315;240;329;240
114;25;472;242;448;243
114;25;315;240;329;242
114;25;472;243;447;244
114;25;315;240;329;240
114;26;471;243;447;244
114;26;315;241;329;242
114;26;472;242;447;244
114;26;313;240;329;240
114;26;471;242;453;243
114;26;314;240;329;241
114;26;472;243;446;244
114;26;313;241;329;242
114;26;471;242;446;242
114;26;314;241;328;241
113;25;470;241;446;242
113;25;314;240;328;240
113;25;470;241;446;242
113;25;314;240;328;240
113;25;471;242;446;243
113;25;314;239;328;240
113;25;471;242;446;242
113;25;314;240;328;240
114;25;470;242;446;242
114;25;314;239;328;239
114;25;471;242;446;242
114;25;314;239;328;239
114;25;471;243;446;243
114;25;315;239;329;240
114;25;471;243;446;243
114;25;314;241;329;241
114;26;472;243;447;244
114;26;313;239;329;240
114;26;471;243;447;245
114;26;314;240;329;241
114;26;472;243;447;244
114;26;314;242;329;242
114;26;472;242;447;243
114;26;314;239;328;239
114;26;471;242;447;243
114;26;313;240;329;241
114;26;471;243;447;244
114;26;313;241;329;241
114;26;472;243;447;244
114;26;314;242;331;242
114;26;472;243;447;244
114;26;314;242;332;242
114;26;472;243;447;244
114;26;314;241;329;242
114;26;472;243;447;244
114;26;314;239;329;240
114;26;472;243;447;244
114;26;315;241;329;241
115;26;473;243;447;244
115;26;314;241;329;241
115;26;473;243;448;244
115;26;315;240;329;241
115;26;473;243;448;244
115;26;315;239;329;241
115;26;472;243;448;244
115;26;315;240;330;240
115;26;473;243;448;244
115;26;314;240;329;242
115;26;473;243;447;244
115;26;315;240;329;240
115;26;472;244;447;244
115;26;316;240;329;241
115;26;473;244;448;244
115;26;316;240;330;241
115;26;471;244;448;244
115;26;317;240;330;240
115;26;472;244;448;244
115;26;315;240;330;241
115;26;472;244;448;244
115;26;315;240;330;242
115;26;473;244;448;244
115;26;317;240;330;242
115;26;472;244;448;244
115;26;316;241;330;240
115;26;473;243;448;243
115;26;316;240;330;241
115;26;472;244;448;244
115;26;316;240;330;241
115;26;472;243;448;244
115;26;316;241;330;241
115;26;472;244;448;244
115;26;316;240;330;241
115;26;473;243;448;244
115;26;316;239;330;241
115;26;473;245;448;245
115;26;316;241;333;241
115;26;473;243;448;244
115;26;316;241;330;242
115;26;472;244;448;244
115;26;316;240;330;240
115;26;473;243;448;244
115;26;315;241;330;241
115;26;472;243;448;244
115;26;316;241;330;241
115;26;473;243;448;243
115;26;316;240;330;240
115;26;473;243;448;243
115;26;316;240;330;240
115;26;472;243;448;243
115;26;316;240;330;240
115;26;473;243;448;243
115;26;315;240;330;241
115;26;472;243;448;244
115;26;316;241;330;241
115;26;472;243;448;243
115;26;316;240;330;241
115;26;473;244;448;244
115;26;315;241;330;241
115;26;472;243;448;244
115;26;316;240;330;241
115;26;473;244;448;244
115;26;316;240;330;241
115;26;473;243;448;244
115;26;316;241;330;241
115;26;473;243;448;243
115;26;316;239;330;240
115;26;473;244;448;244
115;26;315;241;330;241
115;25;472;243;448;244
115;25;316;239;330;240
115;25;472;243;448;243
115;25;315;240;330;239
115;25;472;243;447;244
115;25;316;240;330;240
115;25;472;243;448;244
115;25;316;240;330;241
115;26;472;244;448;244
115;26;316;240;330;240
115;26;472;243;448;244
115;26;315;241;330;241
115;26;472;243;448;244
115;26;314;241;330;242
115;26;473;244;448;245
115;26;317;241;330;241
115;26;472;243;448;244
115;26;316;240;330;241
115;26;472;244;448;244
115;26;316;241;330;240
115;26;472;243;447;244
115;26;317;240;330;241
115;26;472;244;448;244
115;26;315;241;330;241
115;26;473;244;448;244
115;26;316;241;330;241
115;26;473;244;455;244
115;26;316;241;330;241
115;26;472;243;447;244
115;26;316;240;330;240
115;26;471;244;448;245
115;26;316;241;330;239
115;26;473;244;448;244
115;26;315;241;330;241
115;26;472;244;448;244
115;26;315;240;330;240
115;26;473;243;448;243
115;26;315;241;330;241
115;26;474;243;448;244
115;26;314;240;330;240
115;26;473;244;447;245
115;26;315;242;330;241
115;26;472;243;448;244
115;26;316;241;330;242
115;26;471;243;447;243
115;26;316;239;330;240
115;27;472;244;448;245
115;27;315;242;330;240
115;27;472;245;448;245
115;27;315;242;330;241
115;27;473;244;447;245
115;27;315;241;329;242
115;27;472;246;448;246
115;27;315;242;330;242
115;27;472;246;448;246
115;27;316;242;329;243
115;28;472;246;448;247
115;28;315;242;330;243
115;28;472;246;448;247
115;28;315;243;330;242
115;27;473;246;448;246
115;27;316;242;330;242
115;27;471;245;448;246
115;27;315;242;330;244
115;27;472;245;448;246
115;27;315;241;329;242
115;27;471;244;448;245
115;27;316;242;329;242
115;27;473;245;448;246
115;27;315;242;329;242
115;27;472;245;448;245
115;27;316;242;329;242
115;27;472;245;448;245
115;27;316;242;329;242
115;27;473;245;448;245
115;27;316;242;330;243
116;27;473;245;448;246
116;27;315;242;330;242
116;27;475;244;449;245
116;27;316;240;331;241
117;27;475;244;449;246
117;27;315;243;331;243
117;27;475;245;450;246
117;27;316;242;331;242
117;27;476;245;450;245
117;27;318;242;331;241
117;27;474;245;450;245
117;27;317;242;332;243
117;27;474;244;450;244
117;27;317;241;332;242
117;27;472;245;450;246
117;27;318;242;332;243
116;27;474;244;449;246
116;27;317;243;331;243
116;28;475;245;449;246
116;28;316;242;331;242
116;28;474;245;449;247
116;28;316;242;331;243
116;28;473;246;449;247
116;28;316;242;331;244
116;28;473;246;449;248
116;28;317;243;331;243
116;28;474;246;449;247
116;28;316;244;331;243
116;28;473;246;449;247
116;28;316;243;331;244
116;28;474;246;449;247
116;28;315;242;331;242
116;28;473;245;449;246
116;28;315;243;331;242
116;28;473;245;449;247
116;28;316;241;330;242
115;28;472;246;448;246
115;28;315;243;330;243
115;28;471;246;448;247
115;28;316;242;330;243
116;28;473;246;448;246
116;28;314;242;328;242
116;28;473;245;448;247
116;28;316;243;330;244
116;28;474;246;449;247
116;28;315;243;330;243
116;28;473;245;449;246
116;28;315;242;331;244
116;28;473;246;448;247
116;28;317;243;330;243
116;28;473;246;449;247
116;28;316;243;330;243
116;28;473;246;449;247
116;28;317;242;331;244
116;28;474;245;449;246
116;28;313;242;331;243
116;28;472;246;449;247
116;28;316;243;330;243
116;28;472;246;449;246
116;28;315;243;330;243
115;28;473;246;448;246
115;28;315;243;330;243
116;28;473;247;448;248
116;28;316;243;330;243
116;28;474;247;449;248
116;28;315;243;331;243
116;29;473;246;449;247
116;29;317;242;330;243
116;29;474;247;448;247
116;29;314;244;329;243
116;29;474;246;449;248
116;29;316;242;330;244
116;29;474;247;449;247
116;29;315;243;331;243
116;29;475;246;449;247
116;29;314;242;330;244
116;28;473;247;449;247
116;28;316;243;330;243
116;28;474;246;448;247
116;28;316;244;330;244
115;28;474;245;449;247
